"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Ten Commandments Number 6: Thou Shalt Not Commit Adultery, The"	1994	5	NA	7.4	5	0	0	0	0	24.5	24.5	24.5	44.5	0	0	""	0	1	1	0	0	0	1
"Leap Year"	1921	60	NA	6	17	0	0	4.5	4.5	0	24.5	24.5	14.5	24.5	0	""	0	0	1	0	0	0	0
"Paying the Piper"	1949	7	NA	7	20	4.5	0	0	0	4.5	14.5	44.5	24.5	0	24.5	""	0	1	1	0	0	0	1
"1984"	1956	90	NA	6.9	304	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Chronicle of a Disappearance"	1997	88	NA	6.9	59	4.5	0	4.5	4.5	14.5	4.5	14.5	24.5	14.5	24.5	""	0	0	0	1	0	0	0
"Messaggi quasi segreti"	1997	103	NA	6.9	11	0	0	4.5	4.5	0	0	34.5	34.5	4.5	0	""	0	0	0	0	0	0	0
"Paris qui dort"	1925	18	NA	7.5	123	0	0	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	0	0	0	1
"Night Hunter"	1995	86	NA	4	102	14.5	14.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	14.5	"R"	1	0	0	1	0	0	0
"Plumbing We Will Go, A"	1940	18	NA	8.4	140	4.5	4.5	4.5	4.5	0	4.5	14.5	14.5	14.5	44.5	""	0	0	1	0	0	0	1
"I, an Actress"	1977	10	NA	4.2	6	0	0	34.5	0	34.5	14.5	0	0	0	14.5	""	0	0	0	0	0	0	1
"Mothering Heart, The"	1913	23	1800	7.1	35	4.5	0	4.5	4.5	4.5	4.5	34.5	14.5	14.5	14.5	""	0	0	0	1	0	0	1
"Perro llamado Dolor, Un"	2001	90	NA	6.6	14	0	0	4.5	0	14.5	4.5	24.5	4.5	24.5	14.5	""	0	1	0	0	0	0	0
"Harlequin"	1980	95	NA	5.9	116	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Eight Iron Men"	1952	80	NA	6.1	30	0	4.5	4.5	4.5	4.5	34.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"On the Black Hill"	1987	117	NA	7	21	0	0	4.5	0	4.5	4.5	24.5	14.5	24.5	14.5	""	0	0	0	0	0	0	0
"Hangman's Knot"	1952	81	NA	6.8	70	0	0	0	4.5	4.5	14.5	34.5	24.5	4.5	4.5	""	0	0	0	0	0	0	0
"Garden State"	2004	109	2500000	8.1	23814	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	44.5	"R"	0	0	1	1	0	1	0
"Ghost Busters"	1984	107	30000000	7.5	29762	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	0	0
"Diavoli della guerra, I"	1969	100	NA	5.1	9	0	0	14.5	14.5	14.5	34.5	14.5	14.5	0	14.5	""	0	0	0	1	0	0	0
"Momias de Guanajuato, Las"	1972	85	NA	5.3	17	4.5	0	0	0	4.5	14.5	14.5	24.5	4.5	34.5	""	0	0	0	0	0	0	0
"Bodyguard"	1948	75	NA	5.9	60	4.5	4.5	4.5	14.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Lisboa"	1999	100	NA	6.9	172	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	0	0	0	0
"Weddings and Babies"	1958	81	NA	8.4	7	0	0	0	14.5	0	0	0	14.5	44.5	24.5	""	0	0	0	1	0	0	0
"History Lessons"	2000	66	NA	5.2	15	0	14.5	14.5	4.5	4.5	24.5	4.5	24.5	0	14.5	""	0	0	0	0	1	0	0
"G"	1983	109	NA	5.2	147	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Sans lendemain"	1939	82	NA	7.4	22	0	0	0	0	14.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Jisatsu saakuru"	2002	99	250000	6.8	1311	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"R"	0	0	0	0	0	0	0
"Mamluqi"	1958	97	NA	8.8	10	14.5	0	0	0	0	0	14.5	0	0	84.5	""	1	0	0	0	0	1	0
"Army Medicine in Vietnam"	1970	29	NA	7.2	6	0	0	0	0	34.5	0	34.5	0	14.5	14.5	""	0	0	0	0	1	0	1
"Surviving the Game"	1994	96	NA	5.4	1393	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	1	0	0	1	0	0	0
"Rapto, El"	1954	85	NA	7.2	8	0	0	0	0	0	14.5	24.5	14.5	24.5	24.5	""	0	0	1	1	0	0	0
"Woman in Grey, A"	1920	235	NA	7.6	9	0	0	14.5	14.5	0	0	44.5	34.5	0	0	""	0	0	0	1	0	0	0
"High Flyers"	1937	70	NA	7.8	16	4.5	0	0	0	4.5	4.5	34.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Solarmax"	2000	38	NA	6.4	38	4.5	0	0	0	4.5	24.5	14.5	24.5	14.5	14.5	""	0	0	0	0	1	0	1
"Pelo suelto"	1991	100	NA	6.1	7	14.5	24.5	0	0	0	0	0	14.5	0	44.5	""	0	0	1	1	0	0	0
"Ski Bum, The"	1971	95	NA	4.1	12	14.5	0	4.5	14.5	14.5	4.5	4.5	0	14.5	4.5	""	0	0	0	1	0	0	0
"Godsend"	2004	102	NA	4.8	3981	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	4.5	"PG-13"	0	0	0	1	0	0	0
"D'Est"	1993	110	NA	5	32	14.5	4.5	4.5	4.5	4.5	4.5	4.5	0	4.5	45.5	""	0	0	0	0	1	0	0
"Two Guys from Milwaukee"	1946	90	NA	6.4	51	0	0	0	4.5	4.5	34.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Just Can't Get Enough"	2001	95	NA	5	52	4.5	4.5	4.5	14.5	4.5	14.5	14.5	4.5	4.5	24.5	""	0	0	0	0	0	0	0
"Black Sheep Boy"	1995	37	NA	4.5	13	4.5	4.5	4.5	0	45.5	14.5	4.5	0	0	0	""	0	0	0	0	0	0	1
"Lady with a Lamp, The"	1951	110	NA	5.8	7	0	0	0	14.5	24.5	14.5	14.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Ivy"	1947	99	NA	6.9	57	0	0	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Miracle Woman, The"	1931	90	NA	7.3	165	0	0	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5	""	0	0	0	1	0	0	0
"Slaves of Babylon"	1953	82	NA	3.7	9	14.5	14.5	14.5	24.5	34.5	0	0	14.5	0	0	""	0	0	0	0	0	0	0
"Little Miss Broadway"	1938	70	NA	6.4	101	0	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Ubiystvo na ulitse Dante"	1956	104	NA	7.3	8	0	0	0	0	24.5	14.5	14.5	34.5	14.5	0	""	0	0	0	1	0	0	0
"George of the Jungle"	1997	92	55000000	5.5	6430	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	4.5	"PG"	0	0	1	0	0	0	0
"Cover Up"	1991	87	7500000	3.3	193	14.5	4.5	24.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Hollywood Goes to Town"	1938	9	NA	5.8	16	4.5	14.5	0	14.5	0	14.5	14.5	4.5	0	14.5	""	0	0	0	0	1	0	1
"Kampen mod uretten"	1949	110	NA	7.4	7	0	0	0	0	14.5	24.5	0	24.5	24.5	0	""	0	0	0	1	0	0	0
"Pleasantville"	1976	85	NA	5.2	28	14.5	0	0	4.5	24.5	4.5	4.5	24.5	4.5	4.5	""	0	0	0	0	0	0	0
"Morometii"	1988	142	NA	9.1	131	4.5	0	4.5	0	0	0	4.5	4.5	4.5	84.5	""	0	0	0	0	0	0	0
"Cipher in the Snow"	1973	21	NA	8.6	20	0	0	0	0	0	0	14.5	34.5	24.5	44.5	""	0	0	0	1	0	0	1
"Strange Fruit"	2004	115	NA	8	10	0	14.5	0	0	0	0	24.5	24.5	24.5	34.5	""	0	0	0	1	0	0	0
"Two Weeks Vacation"	1952	6	NA	6.9	40	4.5	0	4.5	0	4.5	14.5	34.5	24.5	4.5	14.5	""	0	1	0	0	0	0	1
"French Dressing"	1964	86	NA	6.3	25	0	0	0	4.5	4.5	14.5	14.5	14.5	0	45.5	""	0	0	1	1	0	0	0
"Stammheim"	1986	107	NA	6.4	29	4.5	4.5	0	4.5	4.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Ecco noi per esempio"	1977	110	NA	4.5	13	4.5	0	24.5	0	14.5	24.5	14.5	4.5	0	4.5	""	0	0	1	0	0	0	0
"Cold Fish"	2001	91	NA	6.9	13	24.5	0	0	0	4.5	0	0	24.5	4.5	34.5	""	0	0	0	1	0	0	0
"Odd Man Out"	1947	116	NA	7.7	768	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	0	1	0	0	0
"Hurra, ich bin Papa!"	1939	80	NA	5.9	6	0	0	0	0	14.5	45.5	14.5	14.5	0	0	""	0	0	1	0	0	0	0
"Bombay Mail"	1934	70	NA	5.8	10	0	0	0	14.5	14.5	14.5	14.5	44.5	24.5	0	""	0	0	0	1	0	0	0
"Psychic, The"	1968	90	NA	1.8	13	34.5	14.5	14.5	0	14.5	0	0	0	0	14.5	""	0	0	0	1	0	0	0
"Taksi-Blyuz"	1990	110	NA	7	156	0	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Human Shield, The"	1991	88	NA	4.6	59	4.5	4.5	14.5	24.5	14.5	4.5	14.5	4.5	4.5	4.5	""	1	0	0	1	0	0	0
"This Year's Love"	1999	108	NA	6.1	522	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	1	0	1	0
"I Ain't Got Nobody"	1932	9	NA	6.8	7	0	0	0	0	14.5	14.5	14.5	14.5	14.5	24.5	""	0	1	0	0	0	0	1
"I Witness"	2003	95	NA	5.7	170	14.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	""	1	0	0	1	0	0	0
"Todake no kyodai"	1941	105	NA	8.4	38	0	0	0	0	4.5	4.5	14.5	24.5	14.5	34.5	""	0	0	0	0	0	0	0
"Amour c'est gai, l'amour c'est triste, L'"	1971	95	NA	5.4	14	0	0	4.5	0	24.5	14.5	24.5	4.5	14.5	4.5	""	0	0	1	0	0	0	0
"Hunting of the President, The"	2004	93	NA	7.3	345	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	0	1	0	0
"Fliegende Klassenzimmer, Das"	2003	110	NA	6	177	14.5	4.5	4.5	4.5	14.5	4.5	14.5	14.5	14.5	14.5	""	0	0	1	0	0	0	0
"Dame d'onze heure, La"	1948	91	NA	6.8	29	4.5	0	0	0	14.5	4.5	14.5	24.5	14.5	34.5	""	0	0	0	0	0	0	0
"Watchers"	1988	91	NA	4.3	399	14.5	14.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Don't Bet on Blondes"	1935	59	NA	5.9	41	0	4.5	4.5	4.5	4.5	24.5	24.5	24.5	0	4.5	""	0	0	1	0	0	1	0
"Gloutonnes, Les"	1973	80	NA	4.3	6	0	34.5	14.5	0	0	0	0	0	34.5	14.5	""	0	0	0	0	0	0	0
"California Suite"	1978	103	NA	6	1052	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	1	0	0	0
"Femme qui boit, La"	2001	91	NA	6.6	68	4.5	4.5	4.5	4.5	14.5	14.5	14.5	34.5	4.5	4.5	""	0	0	0	1	0	1	0
"Basket, The"	1999	105	3000000	6.3	200	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	34.5	"PG"	0	0	0	1	0	0	0
"Boogie-Woogie Dream"	1944	13	NA	6.5	8	0	0	0	14.5	14.5	0	24.5	14.5	14.5	24.5	""	0	0	0	0	0	0	1
"Arizona Heat"	1988	85	NA	3.8	37	4.5	14.5	4.5	24.5	24.5	4.5	4.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Herd, The"	1998	100	NA	7.9	22	4.5	0	0	4.5	0	4.5	4.5	34.5	24.5	14.5	""	0	0	0	0	1	0	0
"Rx"	2004	89	NA	7.6	20	14.5	4.5	0	0	4.5	4.5	0	0	24.5	45.5	""	0	0	0	0	0	1	0
"Any Which Way You Can"	1980	116	NA	5.3	1958	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Taking of Pelham One Two Three, The"	1974	104	NA	7.6	2880	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	""	0	0	0	0	0	0	0
"15 Minutes"	1999	25	NA	4.8	19	14.5	0	0	4.5	24.5	24.5	14.5	24.5	4.5	0	""	0	0	1	0	0	0	1
"Sidesplitters: The Burt & Dick Story"	2000	23	NA	5.6	11	4.5	0	0	0	0	4.5	4.5	4.5	4.5	45.5	""	0	0	0	0	0	0	1
"Family Plan"	1998	102	NA	4.6	142	4.5	4.5	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	"PG"	0	0	1	0	0	0	0
"Swiss Conspiracy, The"	1976	90	NA	4.8	35	4.5	4.5	24.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Bad Habits"	1999	13	NA	7	5	0	0	0	0	0	0	64.5	44.5	0	0	""	0	0	1	0	0	0	1
"Radioland Murders"	1994	112	NA	5.5	803	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	1	0
"Courage Mountain"	1990	94	NA	4.5	129	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Ingmar Bergman: Intermezzo"	2002	40	NA	8.5	8	0	0	0	0	14.5	14.5	24.5	24.5	0	24.5	""	0	0	0	0	1	0	1
"Saga of Death Valley"	1939	55	NA	7.8	9	14.5	0	0	0	0	44.5	0	14.5	24.5	14.5	""	0	0	0	0	0	0	0
"Sea of Lost Ships"	1954	85	NA	5.2	6	0	0	0	14.5	34.5	14.5	14.5	0	0	14.5	""	0	0	0	1	0	0	0
"Bait"	1999	13	NA	4.2	26	4.5	4.5	14.5	4.5	4.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	1
"Bless the Child"	2000	107	40000000	5	3814	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	"R"	0	0	0	0	0	0	0
"Paranoiac"	1963	80	NA	6.6	65	4.5	4.5	4.5	4.5	4.5	24.5	4.5	24.5	4.5	14.5	""	0	0	0	0	0	0	0
"Sara"	1993	102	NA	6.4	25	4.5	0	0	4.5	14.5	24.5	14.5	24.5	4.5	4.5	""	0	0	0	0	0	0	0
"Intermittenze del cuore, Le"	2003	110	NA	6.7	6	14.5	0	14.5	0	0	0	14.5	0	14.5	34.5	""	0	0	0	1	0	0	0
"Master of the World"	1961	99	NA	5.6	259	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Guardian of the Wilderness"	1976	112	NA	5.3	21	4.5	0	4.5	4.5	14.5	4.5	4.5	4.5	4.5	44.5	""	0	0	0	0	0	0	0
"Just Another Girl on the I.R.T."	1992	92	NA	5.1	130	14.5	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Jo Jeeta Wohi Sikandar"	1992	174	NA	7.6	156	4.5	0	0	0	4.5	4.5	4.5	14.5	14.5	45.5	""	1	0	1	1	0	1	0
"Mr. Sycamore"	1975	87	NA	4.5	19	0	4.5	4.5	0	14.5	4.5	24.5	14.5	14.5	14.5	""	0	0	1	1	0	0	0
"Slyozy kapali"	1982	89	NA	9.3	32	0	0	0	0	4.5	0	4.5	4.5	4.5	74.5	""	0	0	0	1	0	0	0
"Enas iros me padoufles"	1958	98	NA	6.8	23	0	0	0	0	4.5	4.5	24.5	14.5	14.5	24.5	""	0	0	1	1	0	0	0
"Conan the Barbarian"	1982	129	20000000	6.5	13624	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	""	1	0	0	0	0	0	0
"China Gate"	1957	97	NA	6.5	68	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	1	0	0	1	0	0	0
"Nine Lives of Fritz the Cat, The"	1974	79	NA	4.9	248	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	1	1	1	1	0	0	0
"Prison sans barreaux"	1938	98	NA	8.4	6	0	0	0	0	0	0	14.5	34.5	14.5	34.5	""	0	0	0	1	0	0	0
"Wild Women"	1951	62	NA	6.6	14	0	24.5	0	0	14.5	4.5	24.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Verbena de la Paloma, La"	1934	78	NA	6.2	11	0	0	0	4.5	0	4.5	14.5	45.5	0	4.5	""	0	0	0	0	0	0	0
"Grosse Bagarozy, Der"	1999	96	NA	5.5	165	4.5	4.5	4.5	4.5	14.5	4.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Tiburoneros"	1963	100	NA	4.8	19	4.5	14.5	0	4.5	4.5	0	4.5	14.5	14.5	44.5	""	0	0	0	1	0	0	0
"Northern Lights"	2000	30	NA	8.4	11	4.5	0	0	4.5	0	44.5	0	4.5	0	24.5	""	0	0	0	0	0	0	1
"World at Their Feet, The"	1970	95	NA	7	6	0	0	0	14.5	14.5	0	14.5	34.5	0	14.5	""	0	0	0	0	1	0	0
"Red Deer"	2000	104	NA	4.2	17	14.5	0	14.5	4.5	0	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"China Girl"	1942	95	NA	6.2	45	4.5	0	4.5	4.5	24.5	14.5	24.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Kujira tori"	2001	16	NA	7.1	26	14.5	4.5	4.5	4.5	0	4.5	4.5	4.5	0	64.5	""	0	1	0	0	0	0	1
"Highly Dangerous"	1950	90	NA	6.5	29	0	0	4.5	4.5	14.5	24.5	34.5	4.5	4.5	14.5	""	1	0	0	0	0	0	0
"Juana Gallo"	1961	91	NA	9	8	0	14.5	0	0	0	0	0	45.5	14.5	24.5	""	0	0	0	1	0	0	0
"Beastie Girl"	1998	90	NA	7.8	6	14.5	0	0	0	0	0	14.5	0	14.5	45.5	""	0	0	0	0	0	0	0
"Tochka, tochka, zapyataya..."	1972	84	NA	8	9	0	0	0	0	14.5	0	14.5	24.5	14.5	44.5	""	0	0	1	0	0	0	0
"Springtime"	1929	6	NA	7	12	0	0	0	0	4.5	14.5	24.5	0	14.5	34.5	""	0	1	1	0	0	0	1
"Oh Doctor!"	1917	23	NA	6.3	52	0	4.5	4.5	4.5	24.5	34.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	1
"Negroes with Guns: Rob Williams and Black Power"	2004	67	NA	8.6	5	0	0	0	0	0	24.5	0	24.5	24.5	44.5	""	0	0	0	0	1	0	0
"Who Killed Cock Robin?"	1935	8	NA	7.6	67	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	24.5	""	0	1	1	0	0	0	1
"Hamlet"	1976	65	NA	7.4	11	0	0	0	0	0	14.5	24.5	44.5	0	4.5	""	0	0	0	0	0	0	0
"Lemon"	1969	8	NA	6.1	13	14.5	0	0	4.5	4.5	4.5	0	24.5	14.5	24.5	""	0	0	0	0	0	0	1
"Je hais les acteurs"	1986	90	NA	5.6	37	0	14.5	4.5	4.5	4.5	24.5	14.5	4.5	4.5	14.5	""	0	0	1	1	0	0	0
"Nice Little Bank That Should Be Robbed, A"	1958	87	NA	4.9	14	14.5	0	0	14.5	24.5	4.5	14.5	14.5	0	4.5	""	0	0	1	0	0	0	0
"Im Banne des Unheimlichen"	1968	90	NA	5.3	32	0	0	0	24.5	24.5	14.5	4.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Hole Idea, The"	1955	7	NA	7.5	23	0	0	0	0	4.5	4.5	24.5	34.5	24.5	4.5	""	0	1	1	0	0	0	1
"Corridor of Mirrors"	1948	96	NA	6.9	24	4.5	4.5	0	4.5	4.5	14.5	34.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Urutoraman"	1967	79	NA	7.9	17	0	0	4.5	0	4.5	4.5	4.5	14.5	14.5	44.5	""	0	0	0	0	0	0	0
"Matchless"	1966	104	NA	4.1	24	4.5	4.5	0	4.5	14.5	24.5	14.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Night Class"	2001	90	NA	5.1	48	4.5	0	4.5	4.5	24.5	14.5	14.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Canoa"	1975	115	NA	6.7	56	4.5	4.5	0	4.5	4.5	4.5	4.5	24.5	24.5	34.5	""	0	0	0	1	0	0	0
"Trial of Lee Harvey Oswald, The"	1964	98	NA	3.7	18	14.5	14.5	14.5	14.5	24.5	4.5	14.5	4.5	0	14.5	""	0	0	0	1	0	0	0
"Carry On Nurse"	1959	86	NA	5.7	259	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	1	0
"Kogda ya stanu velikanom"	1978	87	NA	6.7	9	0	0	0	0	14.5	0	24.5	44.5	0	24.5	""	0	0	0	0	0	1	0
"Gone Are the Days!"	1963	99	NA	6.5	36	0	4.5	0	0	4.5	14.5	4.5	14.5	14.5	44.5	""	0	0	1	1	0	0	0
"Coda dello scorpione, La"	1971	90	NA	6.8	50	4.5	0	0	4.5	14.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	0	0	0	0
"Maestro e Margherita, Il"	1972	95	NA	5.7	39	4.5	0	0	4.5	14.5	14.5	14.5	24.5	24.5	14.5	""	0	0	0	0	0	0	0
"Thing From Another World, The"	1951	85	NA	7.5	2810	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	0	0	0	0	0
"Chica del lunes, La"	1967	78	NA	5.4	11	4.5	0	0	0	24.5	24.5	14.5	0	4.5	4.5	""	0	0	0	1	0	0	0
"Golden Ninja Warrior"	1986	85	NA	2.2	36	34.5	14.5	4.5	14.5	4.5	4.5	0	0	4.5	14.5	""	1	0	0	0	0	0	0
"Finding Christa"	1991	55	NA	5.9	7	14.5	0	0	0	14.5	24.5	14.5	0	0	24.5	""	0	0	0	0	1	0	0
"Verano del potro, El"	1991	100	NA	4.3	20	0	14.5	4.5	14.5	14.5	14.5	24.5	4.5	0	14.5	""	0	0	0	1	0	0	0
"Junoon"	1978	141	NA	7.3	45	4.5	4.5	0	0	4.5	4.5	14.5	14.5	14.5	44.5	""	0	0	0	0	0	0	0
"Camarate"	2001	100	NA	6.6	44	0	0	4.5	0	4.5	14.5	24.5	24.5	4.5	4.5	""	0	0	0	1	0	0	0
"Korol-olen"	1969	77	NA	6.5	13	0	0	0	0	0	24.5	4.5	34.5	14.5	24.5	""	0	0	1	0	0	0	0
"New Kind of Love, A"	1963	110	NA	5.7	185	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Horror Island"	1941	60	NA	5.1	12	0	0	0	0	44.5	4.5	4.5	4.5	4.5	24.5	""	0	0	0	0	0	0	0
"Swimming Upstream"	2003	105	NA	7.5	259	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	"PG-13"	0	0	0	1	0	0	0
"Mighty Manhattan, New York's Wonder City"	1949	20	NA	5.9	21	0	4.5	0	4.5	24.5	4.5	34.5	4.5	0	14.5	""	0	0	0	0	1	0	1
"Claudine"	1974	95	NA	6.4	179	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	34.5	""	0	0	0	1	0	0	0
"Kesher Ir"	1999	103	NA	5.4	36	0	4.5	0	4.5	0	34.5	24.5	14.5	14.5	14.5	""	0	0	0	1	0	0	0
"Cactus Makes Perfect"	1942	17	NA	7.5	59	0	0	0	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	0	1
"Divorce: The Musical"	2002	86	1500000	3.4	8	24.5	0	14.5	14.5	14.5	0	0	0	14.5	24.5	""	0	0	1	0	0	0	0
"Last of Mrs. Cheyney, The"	1937	98	NA	6.6	121	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	""	0	0	1	1	0	0	0
"Coil Winding Machines"	1904	2	NA	3.6	13	4.5	14.5	4.5	34.5	14.5	4.5	4.5	0	0	0	""	0	0	0	0	0	0	1
"Titanic vals"	1964	92	NA	9.9	13	0	0	0	0	0	0	4.5	4.5	4.5	74.5	""	0	0	1	0	0	0	0
"Charlie McCarthy, Detective"	1939	65	NA	6.6	17	4.5	0	0	14.5	4.5	24.5	0	24.5	0	14.5	""	0	0	1	0	0	0	0
"Dirigible, El"	1994	80	NA	1.8	16	14.5	14.5	0	4.5	0	14.5	4.5	14.5	14.5	14.5	""	0	0	1	0	0	0	0
"Kakav deda takav unuk"	1983	92	NA	6.7	7	0	24.5	0	0	0	14.5	0	14.5	14.5	24.5	""	0	0	1	0	0	0	0
"Bookshelf on Top of the Sky: 12 Stories About John Zorn, A"	2002	82	NA	6.2	12	0	0	0	4.5	0	24.5	24.5	4.5	4.5	24.5	""	0	0	0	0	1	0	0
"Huo shao dao"	1990	125	NA	5.3	418	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	1	0	0	1	0	0	0
"Hasty Marriage, The"	1931	21	NA	7.8	9	0	0	0	0	14.5	14.5	24.5	24.5	24.5	14.5	""	0	0	1	0	0	0	1
"Folle embellie"	2004	110	NA	5.8	9	0	24.5	14.5	0	14.5	24.5	0	14.5	0	24.5	""	0	0	0	1	0	0	0
"What's Cookin' Doc?"	1944	9	NA	7.3	50	0	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	14.5	""	0	1	1	0	0	0	1
"Virgil Bliss"	2001	93	NA	7.3	94	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Baseball Girls"	1996	82	NA	4.1	9	45.5	0	0	14.5	0	0	0	14.5	0	24.5	""	0	0	0	0	1	0	0
"My American Cousin"	1985	90	NA	6	152	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Foto di Gioia, Le"	1987	94	NA	4.6	95	14.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Long Memory, The"	1952	96	NA	6.7	50	0	0	4.5	4.5	14.5	14.5	14.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Collera del vento, La"	1970	105	NA	5.5	38	4.5	4.5	4.5	14.5	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Mandragora"	1997	126	NA	6.7	135	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
